NOME_PRODUTO,CATEGORIA_REGULATORIA,NUMERO_REGISTRO_PRODUTO,DATA_VENCIMENTO_REGISTRO,CLASSE_TERAPEUTICA,EMPRESA_DETENTORA_REGISTRO,PRINCIPIO_ATIVO,BULA BAIXADA?,NAO TEM BULA!
GLAMIGAN MT,SIMILAR,105830993,01/06/2031,ANTIGLAUCOMATOSOS,45992062000165 - GERMED FARMACEUTICA LTDA,BIMATOPROSTA +  MALEATO DE TIMOLOL,,
GLAUB,SIMILAR,104971350,01/11/2027,ANTIGLAUCOMATOSOS,60665981000118 - UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,TARTARATO DE BRIMONIDINA,,
GLAUCOLIV,SIMILAR,178170834,01/02/2027,ANTIGLAUCOMATOSOS,61082426000207 - COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,MALEATO DE TIMOLOL,,
GLAUCOTRAT,SIMILAR,104971279,01/01/2026,ANTIGLAUCOMATOSOS,60665981000118 - UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,MALEATO DE TIMOLOL,,
GLAUCUR,SIMILAR,167730553,01/05/2027,ANTIGLAUCOMATOSOS,05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,BIMATOPROSTA,,
GLAUTIMOL,SIMILAR,100681084,01/07/2026,ANTIGLAUCOMATOSOS,56994502000130 - NOVARTIS BIOCIENCIAS S.A,MALEATO DE TIMOLOL,,
GLOPOL,SIMILAR,178170838,01/05/2027,ANTIGLAUCOMATOSOS,61082426000207 - COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,LATANOPROSTA,,
LATANOPROSTA,GENÉRICO,155840529,01/10/2026,ANTIGLAUCOMATOSOS,05161069000110 - BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,LATANOPROSTA,,
LATONAN,SIMILAR,102351162,01/06/2026,ANTIGLAUCOMATOSOS,57507378000365 - EMS S/A,LATANOPROSTA +  MALEATO DE TIMOLOL,,
LUMIGAN,NOVO,101470155,01/04/2026,ANTIGLAUCOMATOSOS,43426626000177 - ALLERGAN PRODUTOS FARMACÊUTICOS LTDA,BIMATOPROSTA,,
MALEATO DE TIMOLOL,GENÉRICO,102980267,01/03/2026,ANTIGLAUCOMATOSOS,44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,MALEATO DE TIMOLOL,,
MALEATO DE TIMOLOL,GENÉRICO,148690036,01/02/2007,ANTIGLAUCOMATOSOS,03436841000134 - FORMIL FARMACÊUTICA LTDA,MALEATO DE TIMOLOL,,
MALEATO DE TIMOLOL,GENÉRICO,102350774,01/08/2025,ANTIGLAUCOMATOSOS,57507378000365 - EMS S/A,MALEATO DE TIMOLOL,,
MALEATO DE TIMOLOL,GENÉRICO,103700493,01/07/2026,ANTIGLAUCOMATOSOS,17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A,MALEATO DE TIMOLOL,,
MALEATO DE TIMOLOL,GENÉRICO,100681089,01/08/2025,ANTIGLAUCOMATOSOS,56994502000130 - NOVARTIS BIOCIENCIAS S.A,MALEATO DE TIMOLOL,,
MALEATO DE TIMOLOL,GENÉRICO,105730615,01/04/2028,ANTIGLAUCOMATOSOS,60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,MALEATO DE TIMOLOL,,
NOVASOPT,SIMILAR,126750264,01/01/2027,ANTIGLAUCOMATOSOS,72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A,CLORIDRATO DE DORZOLAMIDA +  MALEATO DE TIMOLOL,,
NYOLOL COLIRIO,SIMILAR,100680184,01/01/2004,ANTIGLAUCOMATOSOS,56994502000130 - NOVARTIS BIOCIENCIAS S.A,,,
OCUBIN,SIMILAR,135690704,01/01/2027,ANTIGLAUCOMATOSOS,00923140000131 - EMS SIGMA PHARMA LTDA,BIMATOPROSTA,,
OCUPRESS,SIMILAR,104971295,01/12/2026,ANTIGLAUCOMATOSOS,60665981000118 - UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,CLORIDRATO DE DORZOLAMIDA,,
PRESMIN,SIMILAR,102980495,01/12/2026,ANTIGLAUCOMATOSOS,44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,CLORIDRATO DE BETAXOLOL,,
PRESSALIV,SIMILAR,178170830,01/09/2026,ANTIGLAUCOMATOSOS,61082426000207 - COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,CLORIDRATO DE DORZOLAMIDA +  MALEATO DE TIMOLOL,,
SAFLUTAN,NOVO,191980004,01/06/2026,ANTIGLAUCOMATOSOS,15127898000130 - MUNDIPHARMA BRASIL PRODUTOS MÉDICOS E FARMACÊUTICOS LTDA,TAFLUPROSTA,,
SIMBRINZA,NOVO,100681131,01/01/2027,ANTIGLAUCOMATOSOS,56994502000130 - NOVARTIS BIOCIENCIAS S.A,BRINZOLAMIDA +  TARTARATO DE BRIMONIDINA,,
TARTARATO DE BRIMONIDINA,GENÉRICO,154230144,01/04/2029,ANTIGLAUCOMATOSOS,03485572000104 - GEOLAB INDÚSTRIA FARMACÊUTICA S/A,TARTARATO DE BRIMONIDINA,,
TARTARATO DE BRIMONIDINA,GENÉRICO,155840309,01/05/2026,ANTIGLAUCOMATOSOS,05161069000110 - BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,TARTARATO DE BRIMONIDINA,,
TARTARATO DE BRIMONIDINA,GENÉRICO,100681085,01/09/2027,ANTIGLAUCOMATOSOS,56994502000130 - NOVARTIS BIOCIENCIAS S.A,TARTARATO DE BRIMONIDINA,,
TILUMUS,SIMILAR,146820104,01/11/2031,ANTIGLAUCOMATOSOS,05035244000123 - SUN FARMACÊUTICA DO BRASIL LTDA,LATANOPROSTA +  MALEATO DE TIMOLOL,,
TIMONEO,SIMILAR,155840281,01/02/2028,ANTIGLAUCOMATOSOS,05161069000110 - BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,MALEATO DE TIMOLOL,,
TIMOPTOL,NOVO,191980006,01/06/2026,ANTIGLAUCOMATOSOS,15127898000130 - MUNDIPHARMA BRASIL PRODUTOS MÉDICOS E FARMACÊUTICOS LTDA,MALEATO DE TIMOLOL,,
TIMOSAN,SIMILAR,102980424,01/11/2025,ANTIGLAUCOMATOSOS,44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,MALEATO DE TIMOLOL,,
TIMOSOPT,SIMILAR,155840302,01/05/2027,ANTIGLAUCOMATOSOS,05161069000110 - BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,CLORIDRATO DE DORZOLAMIDA +  MALEATO DE TIMOLOL,,
TINODIN,SIMILAR,178170847,01/09/2027,ANTIGLAUCOMATOSOS,61082426000207 - COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,MALEATO DE TIMOLOL +  TARTARATO DE BRIMONIDINA,,
TRAVAMED,SIMILAR,105830867,01/01/2027,ANTIGLAUCOMATOSOS,45992062000165 - GERMED FARMACEUTICA LTDA,TRAVOPROSTA,,
TRAVAMED MT,SIMILAR,105830997,01/11/2031,ANTIGLAUCOMATOSOS,45992062000165 - GERMED FARMACEUTICA LTDA,MALEATO DE TIMOLOL +  TRAVOPROSTA,,
TRAVATAN,NOVO,100681109,01/05/2026,ANTIGLAUCOMATOSOS,56994502000130 - NOVARTIS BIOCIENCIAS S.A,TRAVOPROSTA,,
TRAVOFTAL,SIMILAR,103700666,01/01/2026,ANTIGLAUCOMATOSOS,17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A,TRAVOPROSTA,,
TRAVOPROSTA,GENÉRICO,154230209,01/01/2029,ANTIGLAUCOMATOSOS,03485572000104 - GEOLAB INDÚSTRIA FARMACÊUTICA S/A,TRAVOPROSTA,,
TRAVOPROSTA,GENÉRICO,183260249,01/05/2028,ANTIGLAUCOMATOSOS,10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.,TRAVOPROSTA,,
TRAVOPROSTA,GENÉRICO,103700632,01/07/2025,ANTIGLAUCOMATOSOS,17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A,TRAVOPROSTA,,
TRIPLENEX,NOVO,101470186,01/10/2028,ANTIGLAUCOMATOSOS,43426626000177 - ALLERGAN PRODUTOS FARMACÊUTICOS LTDA,BIMATOPROSTA +  MALEATO DE TIMOLOL +  TARTARATO DE BRIMONIDINA,,
TRUSOPT,NOVO,191980005,01/08/2025,ANTIGLAUCOMATOSOS,15127898000130 - MUNDIPHARMA BRASIL PRODUTOS MÉDICOS E FARMACÊUTICOS LTDA,CLORIDRATO DE DORZOLAMIDA,,
Tenoftal,SIMILAR,103700628,01/06/2025,ANTIGLAUCOMATOSOS,17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A,MALEATO DE TIMOLOL,,
Travoptic,SIMILAR,154230213,01/02/2029,ANTIGLAUCOMATOSOS,03485572000104 - GEOLAB INDÚSTRIA FARMACÊUTICA S/A,TRAVOPROSTA,,
UNOPROSTONA ISOPROPILICA,NOVO,131190007,01/09/2003,ANTIGLAUCOMATOSOS,00820120000135 - ELANCO SAUDE ANIMAL LTDA,UNOPROSTONA,,
VISOPTIC,SIMILAR,154230161,01/07/2025,ANTIGLAUCOMATOSOS,03485572000104 - GEOLAB INDÚSTRIA FARMACÊUTICA S/A,CLORIDRATO DE BETAXOLOL,,
XALACOM,NOVO,115350002,01/02/2027,ANTIGLAUCOMATOSOS,36674526000102 - UPJOHN BRASIL IMPORTADORA E DISTRIBUIDORA DE MEDICAMENTOS LTDA.,LATANOPROSTA +  MALEATO DE TIMOLOL,,
bimatoprosta,GENÉRICO,102350951,01/05/2029,ANTIGLAUCOMATOSOS,57507378000365 - EMS S/A,BIMATOPROSTA,,
bimatoprosta,GENÉRICO,105830872,01/01/2027,ANTIGLAUCOMATOSOS,45992062000165 - GERMED FARMACEUTICA LTDA,BIMATOPROSTA,,
bimatoprosta,GENÉRICO,167730527,01/03/2027,ANTIGLAUCOMATOSOS,05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,BIMATOPROSTA,,
cloridrato de betaxolol,GENÉRICO,154230168,01/01/2026,ANTIGLAUCOMATOSOS,03485572000104 - GEOLAB INDÚSTRIA FARMACÊUTICA S/A,,,
cloridrato de dorzolamida,GENÉRICO,102350949,01/05/2029,ANTIGLAUCOMATOSOS,57507378000365 - EMS S/A,CLORIDRATO DE DORZOLAMIDA,,
cloridrato de dorzolamida,GENÉRICO,105830861,01/01/2027,ANTIGLAUCOMATOSOS,45992062000165 - GERMED FARMACEUTICA LTDA,CLORIDRATO DE DORZOLAMIDA,,
cloridrato de dorzolamida,GENÉRICO,126750260,01/01/2027,ANTIGLAUCOMATOSOS,72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A,CLORIDRATO DE DORZOLAMIDA,,
cloridrato de dorzolamida+maleato de timolol,GENÉRICO,102350944,01/04/2029,ANTIGLAUCOMATOSOS,57507378000365 - EMS S/A,CLORIDRATO DE DORZOLAMIDA +  MALEATO DE TIMOLOL,,
cloridrato de dorzolamida+maleato de timolol,GENÉRICO,105830853,01/01/2027,ANTIGLAUCOMATOSOS,45992062000165 - GERMED FARMACEUTICA LTDA,CLORIDRATO DE DORZOLAMIDA +  MALEATO DE TIMOLOL,,
cloridrato de dorzolamida+maleato de timolol,GENÉRICO,167730494,01/01/2027,ANTIGLAUCOMATOSOS,05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,CLORIDRATO DE DORZOLAMIDA +  MALEATO DE TIMOLOL,,
cloridrato de dorzolamida+maleato de timolol,GENÉRICO,126750265,01/01/2027,ANTIGLAUCOMATOSOS,72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A,CLORIDRATO DE DORZOLAMIDA +  MALEATO DE TIMOLOL,,
latanoprosta + maleato de timolol,GENÉRICO,102350975,01/10/2029,ANTIGLAUCOMATOSOS,57507378000365 - EMS S/A,LATANOPROSTA +  MALEATO DE TIMOLOL,,
latanoprosta + maleato de timolol,GENÉRICO,167730510,01/01/2027,ANTIGLAUCOMATOSOS,05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,LATANOPROSTA +  MALEATO DE TIMOLOL,,
latanoprosta + maleato de timolol,GENÉRICO,105830873,01/01/2027,ANTIGLAUCOMATOSOS,45992062000165 - GERMED FARMACEUTICA LTDA,LATANOPROSTA +  MALEATO DE TIMOLOL,,
latanoprosta + maleato de timolol,GENÉRICO,126750284,01/05/2027,ANTIGLAUCOMATOSOS,72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A,LATANOPROSTA +  MALEATO DE TIMOLOL,,
latanoprosta + maleato de timolol,GENÉRICO,123520286,01/04/2032,ANTIGLAUCOMATOSOS,73663650000190 - RANBAXY FARMACÊUTICA LTDA,LATANOPROSTA +  MALEATO DE TIMOLOL,,
maleato de timolol,GENÉRICO,155840509,01/05/2026,ANTIGLAUCOMATOSOS,05161069000110 - BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,MALEATO DE TIMOLOL,,
maleato de timolol,GENÉRICO,167730511,01/01/2027,ANTIGLAUCOMATOSOS,05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,MALEATO DE TIMOLOL,,
maleato de timolol,GENÉRICO,105830876,01/02/2027,ANTIGLAUCOMATOSOS,45992062000165 - GERMED FARMACEUTICA LTDA,MALEATO DE TIMOLOL,,
tartarato de brimonidina,GENÉRICO,105730614,01/11/2028,ANTIGLAUCOMATOSOS,60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,TARTARATO DE BRIMONIDINA,,
tartarato de brimonidina,GENÉRICO,103700733,01/06/2029,ANTIGLAUCOMATOSOS,17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A,TARTARATO DE BRIMONIDINA,,
tartarato de brimonidina,GENÉRICO,102351386,01/09/2031,ANTIGLAUCOMATOSOS,57507378000365 - EMS S/A,TARTARATO DE BRIMONIDINA,,
tartarato de brimonidina + maleato de timolol,GENÉRICO,104971400,01/07/2026,ANTIGLAUCOMATOSOS,60665981000118 - UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,MALEATO DE TIMOLOL +  TARTARATO DE BRIMONIDINA,,
tartarato de brimonidina+maleato de timolol,GENÉRICO,155840410,01/07/2028,ANTIGLAUCOMATOSOS,05161069000110 - BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,MALEATO DE TIMOLOL +  TARTARATO DE BRIMONIDINA,,
travoprosta,GENÉRICO,102351004,01/11/2025,ANTIGLAUCOMATOSOS,57507378000365 - EMS S/A,TRAVOPROSTA,,
travoprosta,GENÉRICO,105830866,01/01/2027,ANTIGLAUCOMATOSOS,45992062000165 - GERMED FARMACEUTICA LTDA,TRAVOPROSTA,,
travoprosta,GENÉRICO,126750261,01/01/2027,ANTIGLAUCOMATOSOS,72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A,TRAVOPROSTA,,
travoprosta,GENÉRICO,118190325,01/01/2027,ANTIGLAUCOMATOSOS,92265552000905 - MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA,TRAVOPROSTA,,
BIMATOPROSTA,GENÉRICO,118190337,01/05/2027,ANTIGLAUCOMATOSOS,92265552000905 - MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA,BIMATOPROSTA,,
cloridrato de betaxolol,GENÉRICO,100630276,,ANTIGLAUCOMATOSOS,33258401000103 - INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA,CLORIDRATO DE BETAXOLOL,,
latanoprosta + maleato de timolol,GENÉRICO,118190364,01/05/2027,ANTIGLAUCOMATOSOS,92265552000905 - MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA,LATANOPROSTA +  MALEATO DE TIMOLOL,,
cloridrato de dorzolamida + maleato de timolol,GENÉRICO,118190433,01/01/2027,ANTIGLAUCOMATOSOS,92265552000905 - MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA,CLORIDRATO DE DORZOLAMIDA +  MALEATO DE TIMOLOL,,
cloridrato de dorzolamida,GENÉRICO,118190443,01/01/2027,ANTIGLAUCOMATOSOS,92265552000905 - MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA,CLORIDRATO DE DORZOLAMIDA,,
NOVASOPT,SIMILAR,118190461,01/01/2027,ANTIGLAUCOMATOSOS,92265552000905 - MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA,CLORIDRATO DE DORZOLAMIDA +  MALEATO DE TIMOLOL,,
BRIXAG,SIMILAR,167730684,,ANTIGLAUCOMATOSOS,05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,TARTARATO DE BRIMONIDINA +  MALEATO DE TIMOLOL,,
DORZOPTAN MT,SIMILAR,154230351,01/10/2033,ANTIGLAUCOMATOSOS,03485572000104 - GEOLAB INDÚSTRIA FARMACÊUTICA S/A,CLORIDRATO DE DORZOLAMIDA +  MALEATO DE TIMOLOL,,
cloridrato de dorzolamida + maleato de timolol,GENÉRICO,123520292,01/10/2033,ANTIGLAUCOMATOSOS,73663650000190 - RANBAXY FARMACÊUTICA LTDA,CLORIDRATO DE DORZOLAMIDA +  MALEATO DE TIMOLOL,,
DORZOPTAN,SIMILAR,154230352,01/10/2033,ANTIGLAUCOMATOSOS,03485572000104 - GEOLAB INDÚSTRIA FARMACÊUTICA S/A,CLORIDRATO DE DORZOLAMIDA,,
OZ,SIMILAR,146820110,01/10/2033,ANTIGLAUCOMATOSOS,05035244000123 - SUN FARMACÊUTICA DO BRASIL LTDA,CLORIDRATO DE DORZOLAMIDA +  MALEATO DE TIMOLOL,,
tartarato de brimonidina + maleato de timolol,GENÉRICO,102351438,01/12/2033,ANTIGLAUCOMATOSOS,57507378000365 - EMS S/A,TARTARATO DE BRIMONIDINA +  MALEATO DE TIMOLOL,,
ZONIDRA,SIMILAR,102980592,01/12/2033,ANTIGLAUCOMATOSOS,44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,CLORIDRATO DE DORZOLAMIDA,,
LATISSE,NOVO,101470177,01/10/2025,ANTIGLAUCOMATOSOS + MIOTICOS,43426626000177 - ALLERGAN PRODUTOS FARMACÊUTICOS LTDA,BIMATOPROSTA,,
ALOPURINOL,GENÉRICO,125680191,01/03/2028,ANTIGOTOSOS,73856593000166 - PRATI DONADUZZI & CIA LTDA,ALOPURINOL,,
ALOPURINOL,GENÉRICO,183260035,01/08/2028,ANTIGOTOSOS,10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.,ALOPURINOL,,
CIXIN,SIMILAR,154230258,01/04/2027,ANTIGOTOSOS,03485572000104 - GEOLAB INDÚSTRIA FARMACÊUTICA S/A,COLCHICINA,,
COLCHICINA,GENÉRICO,154230203,01/06/2028,ANTIGOTOSOS,03485572000104 - GEOLAB INDÚSTRIA FARMACÊUTICA S/A,COLCHICINA,,
COLCHIS,SIMILAR,101180109,01/01/2026,ANTIGOTOSOS,62462015000129 - APSEN FARMACEUTICA S/A,COLCHICINA,,
COLCHIS,NOVO,101180595,01/05/2027,ANTIGOTOSOS,62462015000129 - APSEN FARMACEUTICA S/A,COLCHICINA BASE,,
URIC,GENÉRICO,100470614,01/11/2028,ANTIGOTOSOS,61286647000116 - SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA,ALOPURINOL,,
ZILARICINA,SIMILAR,100380103,01/01/2028,ANTIGOTOSOS,46179008000168 - BRASTERAPICA INDUSTRIA FARMACEUTICA EIRELI,BENZBROMARONA,,
alopurinol,GENÉRICO,100470331,01/09/2026,ANTIGOTOSOS,61286647000116 - SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA,ALOPURINOL,,
alopurinol,GENÉRICO,100681154,01/03/2028,ANTIGOTOSOS,56994502000130 - NOVARTIS BIOCIENCIAS S.A,ALOPURINOL,,
ZEVTERA,NOVO,125760035,01/06/2032,ANTIINFECCIOSOS PARA USO SISTÊMICO,68949239000146 - UNITED MEDICAL LTDA,CEFTOBIPROL MEDOCARILA SÓDICO,,
BIKTARVY,NOVO,109290008,01/11/2029,ANTIINFECCIOSOS PARA USO SISTÊMICO + ANTIVIRAIS DE AÇÃO DIRETA + ANTIVIRAIS PARA USO SISTÊMICO + ASSO,15670288000189 - GILEAD SCIENCES FARMACEUTICA DO BRASIL LTDA,BICTEGRAVIR SÓDICO +  HEMIFUMARATO DE TENOFOVIR ALAFENAMIDA +  ENTRICITABINA,,
Vemlidy,NOVO,109290006,01/09/2029,ANTIINFECCIOSOS PARA USO SISTÊMICO + ANTIVIRAIS DE AÇÃO DIRETA + ANTIVIRAIS PARA USO SISTÊMICO + NUCE,15670288000189 - GILEAD SCIENCES FARMACEUTICA DO BRASIL LTDA,HEMIFUMARATO DE TENOFOVIR ALAFENAMIDA,,
ALIVETORE,SIMILAR,105530392,01/10/2034,ANTIINFLAMATÓRIOS E ANTIREUMÁTICOS,56998701000116 - ABBOTT LABORATÓRIOS DO BRASIL LTDA,ETORICOXIBE,,
ATENFE,BIOLÓGICO,101430074,01/11/2034,ANTIINFLAMATÓRIOS E ANTIREUMÁTICOS,33026055000120 - MEGALABS FARMACEUTICA S.A.,ADALIMUMABE,,
HULIO,BIOLÓGICO,116640003,01/09/2032,ANTIINFLAMATÓRIOS E ANTIREUMÁTICOS,38108988000180 - BIOCON BIOLOGICS DO BRASIL LTDA,ADALIMUMABE,,
PRODYGO,SIMILAR,104440022,01/12/2034,ANTIINFLAMATÓRIOS E ANTIREUMÁTICOS,33145194000172 - LABORATÓRIO GROSS S. A.,CETOPROFENO,,
ALGIE,SIMILAR,100431353,01/07/2028,ANTIINFLAMATÓRIOS E ANTIREUMÁTICOS,61190096000192 - EUROFARMA LABORATÓRIOS S.A.,CETOPROFENO,,
ARPATABS,FITOTERÁPICO,106890202,01/04/2030,ANTIINFLAMATÓRIOS E ANTIREUMÁTICOS,92695691000103 - KLEY HERTZ FARMACEUTICA S.A,HARPAGOPHYTUM PROCUMBENS DC. EX MEISSN.,,
BICERTO,GENÉRICO,100431249,01/08/2028,ANTIINFLAMATÓRIOS E ANTIREUMÁTICOS,61190096000192 - EUROFARMA LABORATÓRIOS S.A.,CETOPROFENO,,
BICERTO IV,NOVO,100431313,01/07/2030,ANTIINFLAMATÓRIOS E ANTIREUMÁTICOS,61190096000192 - EUROFARMA LABORATÓRIOS S.A.,CETOPROFENO,,
CEFTFENPRO LP,SIMILAR,105830930,01/07/2028,ANTIINFLAMATÓRIOS E ANTIREUMÁTICOS,45992062000165 - GERMED FARMACEUTICA LTDA,CETOPROFENO,,
CETOPROFENO,GENÉRICO,100431236,01/05/2028,ANTIINFLAMATÓRIOS E ANTIREUMÁTICOS,61190096000192 - EUROFARMA LABORATÓRIOS S.A.,CETOPROFENO,,
DICLAC,SIMILAR,100470348,01/01/2025,ANTIINFLAMATÓRIOS E ANTIREUMÁTICOS,61286647000116 - SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA,DICLOFENACO SÓDICO,,
FENBIP,SIMILAR,126750322,01/07/2028,ANTIINFLAMATÓRIOS E ANTIREUMÁTICOS,72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A,CETOPROFENO,,
FLAMADOR,SIMILAR,167730599,01/10/2028,ANTIINFLAMATÓRIOS E ANTIREUMÁTICOS,05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,CETOPROFENO,,
RHALUNID,SIMILAR,102351280,01/10/2028,ANTIINFLAMATÓRIOS E ANTIREUMÁTICOS,57507378000365 - EMS S/A,CETOPROFENO,,
TRIPLOA,SIMILAR,103720300,01/09/2030,ANTIINFLAMATÓRIOS E ANTIREUMÁTICOS,43312503000105 - SUPERA FARMA LABORATÓRIOS S.A,CETOPROFENO,,
cetoprofeno,GENÉRICO,102351254,01/03/2028,ANTIINFLAMATÓRIOS E ANTIREUMÁTICOS,57507378000365 - EMS S/A,CETOPROFENO,,
cetoprofeno,GENÉRICO,105830925,01/04/2028,ANTIINFLAMATÓRIOS E ANTIREUMÁTICOS,45992062000165 - GERMED FARMACEUTICA LTDA,CETOPROFENO,,
cetoprofeno,GENÉRICO,126750316,01/04/2028,ANTIINFLAMATÓRIOS E ANTIREUMÁTICOS,72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A,CETOPROFENO,,
cetoprofeno,GENÉRICO,167730582,01/04/2028,ANTIINFLAMATÓRIOS E ANTIREUMÁTICOS,05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,CETOPROFENO,,
HULIO,BIOLÓGICO,188300093,01/09/2032,ANTIINFLAMATÓRIOS E ANTIREUMÁTICOS,11643096000122 - MYLAN LABORATORIOS LTDA,ADALIMUMABE,,
cetoprofeno,GENÉRICO,100431459,,ANTIINFLAMATÓRIOS E ANTIREUMÁTICOS,61190096000192 - EUROFARMA LABORATÓRIOS S.A.,CETOPROFENO,,
cetoprofeno,GENÉRICO,103700776,,ANTIINFLAMATÓRIOS E ANTIREUMÁTICOS,17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A,CETOPROFENO,,
Cetofenid,SIMILAR,103700777,,ANTIINFLAMATÓRIOS E ANTIREUMÁTICOS,17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A,CETOPROFENO,,
cetoprofeno,GENÉRICO,118190373,01/04/2028,ANTIINFLAMATÓRIOS E ANTIREUMÁTICOS,92265552000905 - MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA,CETOPROFENO,,
FENBIP,SIMILAR,118190376,01/07/2028,ANTIINFLAMATÓRIOS E ANTIREUMÁTICOS,92265552000905 - MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA,CETOPROFENO,,
etoricoxibe,GENÉRICO,183260497,,ANTIINFLAMATÓRIOS E ANTIREUMÁTICOS,10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.,ETORICOXIBE,,
XUMER,SIMILAR,122140127,01/01/2027,ANTIINFLAMATÓRIOS E ANTIREUMÁTICOS,55980684000127 - ADIUM S.A.,ETORICOXIBE,,
HULIO,BIOLÓGICO,167130005,01/09/2032,ANTIINFLAMATÓRIOS E ANTIREUMÁTICOS,05215461000103 - EQUILIBRIO COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA EPP,ADALIMUMABE,,
cetoprofeno,GENÉRICO,155840681,01/09/2034,ANTIINFLAMATÓRIOS E ANTIREUMÁTICOS,05161069000110 - BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,CETOPROFENO,,
trometamol cetorolaco,GENÉRICO,135170080,01/12/2034,"ANTIINFLAMATÓRIOS E ANTIREUMÁTICOS, NÃO ESTEROIDAIS",48344725000719 - ALTHAIA S.A INDÚSTRIA FARMACÊUTICA,TROMETAMOL CETOROLACO ,,
ciprofibrato,GENÉRICO,109170144,01/09/2034,ANTILIPEMICOS,17875154000120 - MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.,CIPROFIBRATO,,
pitavastatina cálcica,GENÉRICO,141070657,01/10/2034,ANTILIPEMICOS,02501297000102 - PHARLAB INDÚSTRIA FARMACÊUTICA S.A.,PITAVASTATINA CÁLCICA,,
