NOME_PRODUTO,CATEGORIA_REGULATORIA,NUMERO_REGISTRO_PRODUTO,DATA_VENCIMENTO_REGISTRO,CLASSE_TERAPEUTICA,EMPRESA_DETENTORA_REGISTRO,PRINCIPIO_ATIVO,BULA BAIXADA?,NAO TEM BULA!
maleato de trimebutina,GENÉRICO,118190345,01/04/2029,ANTIESPASMODICOS,92265552000905 - MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA,MALEATO DE TRIMEBUTINA,,
TRIBUGESTEX,SIMILAR,118190440,01/10/2029,ANTIESPASMODICOS,92265552000905 - MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA,MALEATO DE TRIMEBUTINA,,
Mevatyl,ESPECÍFICO,189770006,01/01/2027,ANTIESPASMODICOS,31327287000192 - BIOPAS BRASIL PRODUTOS FARMACEUTICOS LTDA,TETRAIDROCANABINOL +  CANABIDIOL,,
Colegórico,FITOTERÁPICO,120600025,01/09/2025,ANTIESPASMODICOS + FITOTERAPICO SIMPLES,35356799000138 - LAPON INDUSTRIA FARMACEUTICA LTDA - EPP,ATROPA BELLADONNA L.,,
ELIXIR CÓLICO,FITOTERÁPICO,135310032,01/08/2028,ANTIESPASMODICOS + FITOTERAPICO SIMPLES,00376959000126 - IFAL INDUSTRIA E COMERCIO DE PRODUTOS FARMAC LTDA,ATROPA BELLADONNA L.,,
ATROFARMA,SIMILAR,110850017,01/03/2026,ANTIESPASMODICOS E ANTICOLINERGICOS GASTRINTESTINAIS,06628333000146 - FARMACE INDÚSTRIA QUÍMICO-FARMACÊUTICA CEARENSE LTDA,SULFATO DE ATROPINA,,
ATROPION,SIMILAR,116370088,01/05/2029,ANTIESPASMODICOS E ANTICOLINERGICOS GASTRINTESTINAIS,58430828000160 - BLAU FARMACÊUTICA S.A.,SULFATO DE ATROPINA,,
BINOSPAN COMPOSTO,SIMILAR,107150016,01/12/2029,ANTIESPASMODICOS E ANTICOLINERGICOS GASTRINTESTINAIS,44010437000181 - CAZI QUIMICA FARMACEUTICA INDUSTRIA E COMERCIO LTDA,BUTIL BROMETO DE ESCOPOLAMINA +  DIPIRONA,,
BUSCOPAN,NOVO,178170890,01/07/2029,ANTIESPASMODICOS E ANTICOLINERGICOS GASTRINTESTINAIS,61082426000207 - COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,BUTILBROMETO DE ESCOPOLAMINA,,
BUTILBROMETO DE ESCOPOLAMINA,GENÉRICO,103700288,01/03/2025,ANTIESPASMODICOS E ANTICOLINERGICOS GASTRINTESTINAIS,17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A,BUTILBROMETO DE ESCOPOLAMINA,,
BUTILBROMETO DE ESCOPOLAMINA,GENÉRICO,125680063,01/01/2028,ANTIESPASMODICOS E ANTICOLINERGICOS GASTRINTESTINAIS,73856593000166 - PRATI DONADUZZI & CIA LTDA,BUTILBROMETO DE ESCOPOLAMINA,,
BUTILBROMETO DE ESCOPOLAMINA,GENÉRICO,113430181,01/01/2026,ANTIESPASMODICOS E ANTICOLINERGICOS GASTRINTESTINAIS,19570720000110 - HIPOLABOR FARMACEUTICA LTDA,BUTILBROMETO DE ESCOPOLAMINA,,
Butilbrometo de Escopolamina,GENÉRICO,113430125,01/10/2025,ANTIESPASMODICOS E ANTICOLINERGICOS GASTRINTESTINAIS,19570720000110 - HIPOLABOR FARMACEUTICA LTDA,BUTILBROMETO DE ESCOPOLAMINA,,
Butilbrometo de escopolamina,GENÉRICO,104971328,01/03/2026,ANTIESPASMODICOS E ANTICOLINERGICOS GASTRINTESTINAIS,60665981000118 - UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,BUTILBROMETO DE ESCOPOLAMINA,,
COLIPAN,SIMILAR,120190029,01/08/2029,ANTIESPASMODICOS E ANTICOLINERGICOS GASTRINTESTINAIS,33408105000133 - GREENPHARMA QUÍMICA E FARMACÊUTICA LTDA,BUTIL BROMETO DE ESCOPOLAMINA,,
HOMATROPIN,SIMILAR,107150057,01/06/2028,ANTIESPASMODICOS E ANTICOLINERGICOS GASTRINTESTINAIS,44010437000181 - CAZI QUIMICA FARMACEUTICA INDUSTRIA E COMERCIO LTDA,METILBROMETO DE HOMATROPINA,,
HYTROPIN,SIMILAR,103870011,01/12/2025,ANTIESPASMODICOS E ANTICOLINERGICOS GASTRINTESTINAIS,17174657000178 - HYPOFARMA - INSTITUTO DE HYPODERMIA E FARMÁCIA LTDA,,,
LONIUM,NOVO,101180593,01/04/2025,ANTIESPASMODICOS E ANTICOLINERGICOS GASTRINTESTINAIS,62462015000129 - APSEN FARMACEUTICA S/A,BROMETO DE OTILÔNIO,,
PASMODEX,SIMILAR,103110165,01/03/2028,ANTIESPASMODICOS E ANTICOLINERGICOS GASTRINTESTINAIS,01571702000198 - HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA,SULFATO DE ATROPINA,,
THEOGÓRICO SOBRAL,FITOTERÁPICO,109630059,01/12/2028,ANTIESPASMODICOS E ANTICOLINERGICOS GASTRINTESTINAIS,06597801000162 - THEODORO F SOBRAL & CIA LTDA,ATROPA BELLADONNA L.,,
butilbrometo de escopolamina,GENÉRICO,103870080,01/02/2030,ANTIESPASMODICOS E ANTICOLINERGICOS GASTRINTESTINAIS,17174657000178 - HYPOFARMA - INSTITUTO DE HYPODERMIA E FARMÁCIA LTDA,BUTILBROMETO DE ESCOPOLAMINA,,
sulfato de atropina,GENÉRICO,113430132,01/07/2026,ANTIESPASMODICOS E ANTICOLINERGICOS GASTRINTESTINAIS,19570720000110 - HIPOLABOR FARMACEUTICA LTDA,SULFATO DE ATROPINA MONOIDRATADO,,
BUSCOPAN PEDIÁTRICO,NOVO,178170929,01/06/2032,ANTIESPASMODICOS E ANTICOLINERGICOS GASTRINTESTINAIS,61082426000207 - COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,BUTILBROMETO DE ESCOPOLAMINA,,
BUSCOPAN DUO,SIMILAR,178170986,01/05/2035,ANTIESPASMODICOS E ANTICOLINERGICOS-ASSOC  MEDICAMENTOSAS,61082426000207 - COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,BUTILBROMETO DE ESCOPOLAMINA +  PARACETAMOL,,
A SAÚDE DA MULHER,NOVO,102351059,01/07/2029,ANTIESPASMODICOS E ANTICOLINERGICOS-ASSOC  MEDICAMENTOSAS,57507378000365 - EMS S/A,EXTRATO FLUIDO DE CASCA DE LARANJA AMARGA +  EXTRATO FLUIDO DE PASSIFLORA ALATA +  SALICILATO DE SÓDIO +  TINTURA AGONIADA PLUMÉRIA,,
ATROVEX,SIMILAR,109170068,01/05/2029,ANTIESPASMODICOS E ANTICOLINERGICOS-ASSOC  MEDICAMENTOSAS,17875154000120 - MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.,BUTILBROMETO DE ESCOPOLAMINA +  DIPIRONA,,
BROMETO DE  N-BUTIL ESCOPOLAMINA + DIPIRONA SODICA,GENÉRICO,102350493,01/03/2026,ANTIESPASMODICOS E ANTICOLINERGICOS-ASSOC  MEDICAMENTOSAS,57507378000365 - EMS S/A,BUTILBROMETO DE ESCOPOLAMINA +  DIPIRONA,,
BROMETO DE N-BUTILESCOPOLAMINA + DIPIRONA,GENÉRICO,125680083,01/06/2028,ANTIESPASMODICOS E ANTICOLINERGICOS-ASSOC  MEDICAMENTOSAS,73856593000166 - PRATI DONADUZZI & CIA LTDA,BUTILBROMETO DE ESCOPOLAMINA +  DIPIRONA,,
BUSCODUO,NOVO,178170889,01/09/2027,ANTIESPASMODICOS E ANTICOLINERGICOS-ASSOC  MEDICAMENTOSAS,61082426000207 - COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,BUTILBROMETO DE ESCOPOLAMINA +  PARACETAMOL,,
BUSCOPAN COMPOSTO,NOVO,178170891,01/08/2029,ANTIESPASMODICOS E ANTICOLINERGICOS-ASSOC  MEDICAMENTOSAS,61082426000207 - COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,BUTILBROMETO DE ESCOPOLAMINA +  DIPIRONA MONOIDRATADA,,
BUSCOPLEX COMPOSTO,SIMILAR,138410066,01/06/2025,ANTIESPASMODICOS E ANTICOLINERGICOS-ASSOC  MEDICAMENTOSAS,02456955000183 - NATULAB LABORATÓRIO S.A,BUTILBROMETO DE ESCOPOLAMINA +  DIPIRONA MONOIDRATADA,,
BUSCOVERAN COMPOSTO,SIMILAR,104971460,01/05/2031,ANTIESPASMODICOS E ANTICOLINERGICOS-ASSOC  MEDICAMENTOSAS,60665981000118 - UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,BUTILBROMETO DE ESCOPOLAMINA +  DIPIRONA MONOIDRATADA,,
BUSCOVERAN COMPOSTO,SIMILAR,104971476,01/07/2029,ANTIESPASMODICOS E ANTICOLINERGICOS-ASSOC  MEDICAMENTOSAS,60665981000118 - UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,BUTILBROMETO DE ESCOPOLAMINA +  DIPIRONA MONOIDRATADA,,
BUTILBROMETO DE ESCOPOLAMINA + DIPIRONA SÓDICA,GENÉRICO,110850031,01/11/2025,ANTIESPASMODICOS E ANTICOLINERGICOS-ASSOC  MEDICAMENTOSAS,06628333000146 - FARMACE INDÚSTRIA QUÍMICO-FARMACÊUTICA CEARENSE LTDA,BUTILBROMETO DE ESCOPOLAMINA +  DIPIRONA,,
BUTILBROMETO DE ESCOPOLAMINA+DIPIRONA SODICA,GENÉRICO,138410068,01/10/2025,ANTIESPASMODICOS E ANTICOLINERGICOS-ASSOC  MEDICAMENTOSAS,02456955000183 - NATULAB LABORATÓRIO S.A,BUTILBROMETO DE ESCOPOLAMINA +  DIPIRONA MONOIDRATADA,,
BUTILBROMETO DE ESCOPOLAMINA+DIPIRONA SODICA,GENÉRICO,104971419,01/05/2028,ANTIESPASMODICOS E ANTICOLINERGICOS-ASSOC  MEDICAMENTOSAS,60665981000118 - UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,BUTILBROMETO DE ESCOPOLAMINA +  DIPIRONA MONOIDRATADA,,
ESPASLIT DUO,SIMILAR,154230183,01/01/2027,ANTIESPASMODICOS E ANTICOLINERGICOS-ASSOC  MEDICAMENTOSAS,03485572000104 - GEOLAB INDÚSTRIA FARMACÊUTICA S/A,BUTILBROMETO DE ESCOPOLAMINA +  PARACETAMOL,,
HIOARISTON,SIMILAR,116370095,01/04/2028,ANTIESPASMODICOS E ANTICOLINERGICOS-ASSOC  MEDICAMENTOSAS,58430828000160 - BLAU FARMACÊUTICA S.A.,BUTILBROMETO DE ESCOPOLAMINA +  DIPIRONA MONOIDRATADA,,
NEOCOPAN COMPOSTO,SIMILAR,104971451,01/09/2026,ANTIESPASMODICOS E ANTICOLINERGICOS-ASSOC  MEDICAMENTOSAS,60665981000118 - UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,BUTILBROMETO DE ESCOPOLAMINA +  DIPIRONA MONOIDRATADA,,
NEOCOPAN COMPOSTO,SIMILAR,104971454,01/12/2030,ANTIESPASMODICOS E ANTICOLINERGICOS-ASSOC  MEDICAMENTOSAS,60665981000118 - UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,BUTILBROMETO DE ESCOPOLAMINA +  DIPIRONA MONOIDRATADA,,
SANTROPINA,SIMILAR,101860010,01/01/2040,ANTIESPASMODICOS E ANTICOLINERGICOS-ASSOC  MEDICAMENTOSAS,04099395000182 - SANTISA LABORATÓRIO FARMACÊUTICO S/A,SULFATO DE ATROPINA,,
SIMETICONA + METILBROMETO DE HOMATROPINA,GENÉRICO,103700491,01/02/2026,ANTIESPASMODICOS E ANTICOLINERGICOS-ASSOC  MEDICAMENTOSAS,17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A,METILBROMETO DE HOMATROPINA +  SIMETICONA,,
TROPINAL,SIMILAR,135690593,01/08/2029,ANTIESPASMODICOS E ANTICOLINERGICOS-ASSOC  MEDICAMENTOSAS,00923140000131 - EMS SIGMA PHARMA LTDA,BROMETO DE N-BUTILESCOPOLAMINA +  DIPIRONA +  METILBROMETO DE HOMATROPINA +  BROMIDRATO DE HIOSCIAMINA,,
butilbrometo de escopolamina + dipirona monoidratada,GENÉRICO,113430121,01/07/2025,ANTIESPASMODICOS E ANTICOLINERGICOS-ASSOC  MEDICAMENTOSAS,19570720000110 - HIPOLABOR FARMACEUTICA LTDA,BUTILBROMETO DE ESCOPOLAMINA +  DIPIRONA MONOIDRATADA,,
butilbrometo de escopolamina + dipirona sódica,GENÉRICO,110850026,01/04/2025,ANTIESPASMODICOS E ANTICOLINERGICOS-ASSOC  MEDICAMENTOSAS,06628333000146 - FARMACE INDÚSTRIA QUÍMICO-FARMACÊUTICA CEARENSE LTDA,BUTILBROMETO DE ESCOPOLAMINA +  DIPIRONA,,
dipirona monoidratada + butilbrometo de escopolamina,GENÉRICO,113430154,01/04/2028,ANTIESPASMODICOS E ANTICOLINERGICOS-ASSOC  MEDICAMENTOSAS,19570720000110 - HIPOLABOR FARMACEUTICA LTDA,BUTILBROMETO DE ESCOPOLAMINA +  DIPIRONA MONOIDRATADA,,
LISADOR CÓLICA,SIMILAR,178170928,01/06/2032,ANTIESPASMODICOS E ANTICOLINERGICOS-ASSOC  MEDICAMENTOSAS,61082426000207 - COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,BUTILBROMETO DE ESCOPOLAMINA +  DIPIRONA MONOIDRATADA,,
DORSPAN COMPOSTO,SIMILAR,102351408,01/06/2032,ANTIESPASMODICOS E ANTICOLINERGICOS-ASSOC  MEDICAMENTOSAS,57507378000365 - EMS S/A,BUTILBROMETO DE ESCOPOLAMINA +  DIPIRONA MONOIDRATADA,,
COLIHELP,SIMILAR,155840638,01/07/2032,ANTIESPASMODICOS E ANTICOLINERGICOS-ASSOC  MEDICAMENTOSAS,05161069000110 - BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,BUTILBROMETO DE ESCOPOLAMINA +  DIPIRONA MONOIDRATADA,,
MIRADOR CÓLICA,NOVO,155840641,01/08/2032,ANTIESPASMODICOS E ANTICOLINERGICOS-ASSOC  MEDICAMENTOSAS,05161069000110 - BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,BUTILBROMETO DE ESCOPOLAMINA +  DIPIRONA MONOIDRATADA,,
FEMCOLYC,SIMILAR,178170946,,ANTIESPASMODICOS E ANTICOLINERGICOS-ASSOC  MEDICAMENTOSAS,61082426000207 - COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,BUTILBROMETO DE ESCOPOLAMINA +  PARACETAMOL,,
ESPASMOPAN COMPOSTO,SIMILAR,104971507,,ANTIESPASMODICOS E ANTICOLINERGICOS-ASSOC  MEDICAMENTOSAS,60665981000118 - UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,BUTILBROMETO DE ESCOPOLAMINA +  DIPIRONA MONOIDRATADA,,
ESPASMOPAN COMPOSTO,SIMILAR,104971508,,ANTIESPASMODICOS E ANTICOLINERGICOS-ASSOC  MEDICAMENTOSAS,60665981000118 - UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,BUTILBROMETO DE ESCOPOLAMINA +  DIPIRONA MONOIDRATADA,,
BUSCOPAN COMPOSTO,SIMILAR,178170972,01/05/2034,ANTIESPASMODICOS E ANTICOLINERGICOS-ASSOC  MEDICAMENTOSAS,61082426000207 - COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,BUTILBROMETO DE ESCOPOLAMINA +  DIPIRONA MONOIDRATADA,,
BUTILBROMETO DE ESCOPOLAMINA+DIPIRONA SODICA,GENÉRICO,138410078,01/09/2034,ANTIESPASMODICOS E ANTICOLINERGICOS-ASSOC  MEDICAMENTOSAS,02456955000183 - NATULAB LABORATÓRIO S.A,BUTILBROMETO DE ESCOPOLAMINA +  DIPIRONA MONOIDRATADA,,
TRANSAMIN,NOVO,156510123,01/05/2035,ANTIFIBRINOLITICOS,05254971000181 - ZYDUS NIKKHO FARMACÊUTICA LTDA,ÁCIDO TRANEXÂMICO,,
ácido tranexâmico,GENÉRICO,167730694,01/04/2035,ANTIFIBRINOLITICOS,05044984000126 - LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA,ÁCIDO TRANEXÂMICO,,
ACIDO TRANEXAMICO,GENÉRICO,167730151,01/09/2025,ANTIFIBRINOLITICOS,05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,ÁCIDO TRANEXÂMICO,,
ACIDO TRANEXAMICO,GENÉRICO,116370099,01/09/2027,ANTIFIBRINOLITICOS,58430828000160 - BLAU FARMACÊUTICA S.A.,ÁCIDO TRANEXÂMICO,,
CAPILAREMA,NOVO,101460010,01/10/2029,ANTIFIBRINOLITICOS,61150447000131 - LABORATÓRIOS BALDACCI LTDA,AMINAFTONA,,
HEMOBLOCK,SIMILAR,135690606,01/07/2027,ANTIFIBRINOLITICOS,00923140000131 - EMS SIGMA PHARMA LTDA,ÁCIDO TRANEXÂMICO,,
IPSILON,NOVO,156510038,01/08/2028,ANTIFIBRINOLITICOS,05254971000181 - ZYDUS NIKKHO FARMACÊUTICA LTDA,ÁCIDO ÉPSILON AMINOCAPRÓICO,,
TRANEGER,SIMILAR,105830911,01/09/2027,ANTIFIBRINOLITICOS,45992062000165 - GERMED FARMACEUTICA LTDA,ÁCIDO TRANEXÂMICO,,
TRANSAMIN,NOVO,156510045,01/01/2027,ANTIFIBRINOLITICOS,05254971000181 - ZYDUS NIKKHO FARMACÊUTICA LTDA,ÁCIDO TRANEXÂMICO,,
TREXACONT,SIMILAR,167730150,01/09/2025,ANTIFIBRINOLITICOS,05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,ÁCIDO TRANEXÂMICO,,
ÁCIDO TRANEXÂMICO,GENÉRICO,113430186,01/04/2028,ANTIFIBRINOLITICOS,19570720000110 - HIPOLABOR FARMACEUTICA LTDA,ÁCIDO TRANEXÂMICO,,
ácido tranexâmico,GENÉRICO,102350990,01/06/2025,ANTIFIBRINOLITICOS,57507378000365 - EMS S/A,ÁCIDO TRANEXÂMICO,,
ácido tranexâmico,GENÉRICO,100410231,01/06/2032,ANTIFIBRINOLITICOS,49324221000104 - FRESENIUS KABI BRASIL LTDA,ÁCIDO TRANEXÂMICO,,
RYVKA,SIMILAR,116370221,01/08/2034,ANTIFIBRINOLITICOS,58430828000160 - BLAU FARMACÊUTICA S.A.,ÁCIDO TRANEXÂMICO,,
voriconazol,GENÉRICO,100630242,01/07/2028,ANTIFÚNGICOS PARA USO SISTÊMICO + ANTIFÚNGICOS PARA USO SISTÊMICO,33258401000103 - INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA,VORICONAZOL,,
voriconazol,GENÉRICO,151430077,01/07/2028,ANTIFÚNGICOS PARA USO SISTÊMICO + ANTIFÚNGICOS PARA USO SISTÊMICO,03978166000175 - DR. REDDYS FARMACÊUTICA DO BRASIL LTDA,VORICONAZOL,,
HYVORA,SIMILAR,155840672,01/12/2033,ANTIFÚNGICOS PARA USO SISTÊMICO + ANTIFÚNGICOS PARA USO SISTÊMICO,05161069000110 - BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,VORICONAZOL,,
bimatoprosta + maleato de timolol,GENÉRICO,104971537,01/11/2034,ANTIGLAUCOMATOSOS,60665981000118 - UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,BIMATOPROSTA +  MALEATO DE TIMOLOL,,
BRITENS LC,SIMILAR,104971551,01/05/2035,ANTIGLAUCOMATOSOS,60665981000118 - UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,TARTARATO DE BRIMONIDINA +  MALEATO DE TIMOLOL,,
COMBTOL,SIMILAR,105730098,01/12/2034,ANTIGLAUCOMATOSOS,60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,TARTARATO DE BRIMONIDINA +  MALEATO DE TIMOLOL,,
DRUSOLOL LC,SIMILAR,104971552,01/05/2035,ANTIGLAUCOMATOSOS,60665981000118 - UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,CLORIDRATO DE DORZOLAMIDA +  MALEATO DE TIMOLOL,,
TRAVAMED BAK FREE,SIMILAR,105831052,01/03/2035,ANTIGLAUCOMATOSOS,45992062000165 - GERMED FARMACEUTICA LTDA,TRAVOPROSTA,,
XALACOM,NOVO,188300103,01/02/2027,ANTIGLAUCOMATOSOS,11643096000122 - VIATRIS FARMACEUTICA DO BRASIL LTDA,LATANOPROSTA +  MALEATO DE TIMOLOL,,
DUOGLAU,SIMILAR,104971555,01/08/2035,ANTIGLAUCOMATOSOS,60665981000118 - UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,BIMATOPROSTA +  MALEATO DE TIMOLOL,,
DORZIVIS,SIMILAR,178170990,01/08/2035,ANTIGLAUCOMATOSOS,61082426000207 - COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,CLORIDRATO DE DORZOLAMIDA +  MALEATO DE TIMOLOL,,
TYMORIA,SIMILAR,178170989,01/08/2035,ANTIGLAUCOMATOSOS,61082426000207 - COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,LATANOPROSTA +  MALEATO DE TIMOLOL,,
ALPHABRIN,SIMILAR,154230138,01/01/2029,ANTIGLAUCOMATOSOS,03485572000104 - GEOLAB INDÚSTRIA FARMACÊUTICA S/A,TARTARATO DE BRIMONIDINA,,
ALPHAGAN,NOVO,101470142,01/03/2027,ANTIGLAUCOMATOSOS,43426626000177 - ALLERGAN PRODUTOS FARMACÊUTICOS LTDA,TARTARATO DE BRIMONIDINA,,
ANDRUM,SIMILAR,105730791,01/03/2032,ANTIGLAUCOMATOSOS,60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,CLORIDRATO DE DORZOLAMIDA,,
AZOPT,NOVO,100681114,01/06/2028,ANTIGLAUCOMATOSOS,56994502000130 - NOVARTIS BIOCIENCIAS S.A,BRINZOLAMIDA,,
AZORGA,NOVO,100681108,01/03/2025,ANTIGLAUCOMATOSOS,56994502000130 - NOVARTIS BIOCIENCIAS S.A,BRINZOLAMIDA +  MALEATO DE TIMOLOL,,
B-TABLOCK,SIMILAR,102980491,01/08/2026,ANTIGLAUCOMATOSOS,44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,CLORIDRATO DE LEVOBUNOLOL,,
BETOPTIC,NOVO,100681111,01/03/2028,ANTIGLAUCOMATOSOS,56994502000130 - NOVARTIS BIOCIENCIAS S.A,CLORIDRATO DE BETAXOLOL,,
BIMAGAN,SIMILAR,154230208,01/12/2028,ANTIGLAUCOMATOSOS,03485572000104 - GEOLAB INDÚSTRIA FARMACÊUTICA S/A,BIMATOPROSTA,,
BIMAPROST,SIMILAR,102351197,01/03/2027,ANTIGLAUCOMATOSOS,57507378000365 - EMS S/A,BIMATOPROSTA,,
BIMATOPROSTA,GENÉRICO,183260031,01/11/2027,ANTIGLAUCOMATOSOS,10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.,BIMATOPROSTA,,
BIMATOPROSTA,GENÉRICO,126750285,01/05/2027,ANTIGLAUCOMATOSOS,72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A,BIMATOPROSTA,,
BIMONY,SIMILAR,103700735,01/10/2029,ANTIGLAUCOMATOSOS,17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A,TARTARATO DE BRIMONIDINA,,
BRITENS,SIMILAR,104971401,01/08/2026,ANTIGLAUCOMATOSOS,60665981000118 - UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,MALEATO DE TIMOLOL +  TARTARATO DE BRIMONIDINA,,
BROMIGAN,SIMILAR,178170833,01/01/2027,ANTIGLAUCOMATOSOS,61082426000207 - COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,TARTARATO DE BRIMONIDINA,,
Bimatoprosta,GENÉRICO,154230211,01/02/2029,ANTIGLAUCOMATOSOS,03485572000104 - GEOLAB INDÚSTRIA FARMACÊUTICA S/A,BIMATOPROSTA,,
CLORIDRATO DE BETAXOLOL,GENÉRICO,102980257,01/01/2026,ANTIGLAUCOMATOSOS,44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,CLORIDRATO DE BETAXOLOL,,
CLORIDRATO DE DORZOLAMIDA,GENÉRICO,105730578,01/10/2028,ANTIGLAUCOMATOSOS,60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,CLORIDRATO DE DORZOLAMIDA,,
CLORIDRATO DE DORZOLAMIDA + MALEATO DE TIMOLOL,GENÉRICO,103700529,01/08/2029,ANTIGLAUCOMATOSOS,17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A,CLORIDRATO DE DORZOLAMIDA +  MALEATO DE TIMOLOL,,
CLORIDRATO DE DORZOLAMIDA + MALEATO DE TIMOLOL,GENÉRICO,155840531,01/10/2026,ANTIGLAUCOMATOSOS,05161069000110 - BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,CLORIDRATO DE DORZOLAMIDA +  MALEATO DE TIMOLOL,,
COMBIGAN,NOVO,101470188,01/05/2029,ANTIGLAUCOMATOSOS,43426626000177 - ALLERGAN PRODUTOS FARMACÊUTICOS LTDA,MALEATO DE TIMOLOL +  TARTARATO DE BRIMONIDINA,,
COSOPT,NOVO,191980003,01/09/2028,ANTIGLAUCOMATOSOS,15127898000130 - MUNDIPHARMA BRASIL PRODUTOS MÉDICOS E FARMACÊUTICOS LTDA,CLORIDRATO DE DORZOLAMIDA +  MALEATO DE TIMOLOL,,
DORZAL,SIMILAR,167730507,01/01/2027,ANTIGLAUCOMATOSOS,05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,CLORIDRATO DE DORZOLAMIDA,,
DORZAL MT,SIMILAR,167730541,01/04/2027,ANTIGLAUCOMATOSOS,05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,CLORIDRATO DE DORZOLAMIDA +  MALEATO DE TIMOLOL,,
DROPTIM,SIMILAR,167730533,01/03/2027,ANTIGLAUCOMATOSOS,05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,MALEATO DE TIMOLOL,,
DRUSOLOL,SIMILAR,104971281,01/04/2027,ANTIGLAUCOMATOSOS,60665981000118 - UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,CLORIDRATO DE DORZOLAMIDA +  MALEATO DE TIMOLOL,,
DUO-TRAVATAN,NOVO,100681104,01/01/2027,ANTIGLAUCOMATOSOS,56994502000130 - NOVARTIS BIOCIENCIAS S.A,MALEATO DE TIMOLOL +  TRAVOPROSTA,,
GANFORT,NOVO,101470171,01/10/2027,ANTIGLAUCOMATOSOS,43426626000177 - ALLERGAN PRODUTOS FARMACÊUTICOS LTDA,BIMATOPROSTA +  MALEATO DE TIMOLOL,,
GLALFITAL,SIMILAR,103700533,01/11/2029,ANTIGLAUCOMATOSOS,17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A,CLORIDRATO DE DORZOLAMIDA +  MALEATO DE TIMOLOL,,
GLAMIGAN,SIMILAR,105830870,01/01/2027,ANTIGLAUCOMATOSOS,45992062000165 - GERMED FARMACEUTICA LTDA,BIMATOPROSTA,,
